answer_llm,answer_org,document,question,city,id
I'm unable to answer your question as the context provided doesn't contain any information about what to do if you see tissue sellers on trains in London.,"Tissue sellers on trains : Beggars will get onto a train and place tissues on the seats with a note begging for money. They want you to feel pity for them and buy the tissues, but this is an organised scam and the money goes towards criminal enterprises. If you see this happening on a train don't buy the tissues and ignore anyone who asks you for money for them. If you're above ground you can text the British Transport Police on 61016 to report it.",ab52e6d2,What should I do if I see tissue sellers on trains in London?,London,ab52e6d2
"I cannot answer the question with the provided context, as it does not contain information about the ""tissue selling scam on London trains"" or who benefits from it.","Tissue sellers on trains : Beggars will get onto a train and place tissues on the seats with a note begging for money. They want you to feel pity for them and buy the tissues, but this is an organised scam and the money goes towards criminal enterprises. If you see this happening on a train don't buy the tissues and ignore anyone who asks you for money for them. If you're above ground you can text the British Transport Police on 61016 to report it.",ab52e6d2,Who benefits from the tissue selling scam on London trains?,London,ab52e6d2
"I'm sorry, but the context does not provide information on how to report tissue sellers on trains if you're above ground in London.","Tissue sellers on trains : Beggars will get onto a train and place tissues on the seats with a note begging for money. They want you to feel pity for them and buy the tissues, but this is an organised scam and the money goes towards criminal enterprises. If you see this happening on a train don't buy the tissues and ignore anyone who asks you for money for them. If you're above ground you can text the British Transport Police on 61016 to report it.",ab52e6d2,How can I report tissue sellers on trains if I'm above ground in London?,London,ab52e6d2
The intention behind the tissue selling scam on London trains is to make money for criminal enterprises. The scammers place tissues on train seats with a note asking for money. They aim to make passengers feel pity and buy the tissues. The money collected does not go to the sellers but rather supports organized crime.,"Tissue sellers on trains : Beggars will get onto a train and place tissues on the seats with a note begging for money. They want you to feel pity for them and buy the tissues, but this is an organised scam and the money goes towards criminal enterprises. If you see this happening on a train don't buy the tissues and ignore anyone who asks you for money for them. If you're above ground you can text the British Transport Police on 61016 to report it.",ab52e6d2,What is the intention behind the tissue selling scam on London trains?,London,ab52e6d2
"When encountering tissue sellers on London trains, you should avoid buying the tissues and ignore anyone who asks you for money for them. This is an organized scam and the money goes towards criminal enterprises. If you're above ground, you can text the British Transport Police on 61016 to report it.","Tissue sellers on trains : Beggars will get onto a train and place tissues on the seats with a note begging for money. They want you to feel pity for them and buy the tissues, but this is an organised scam and the money goes towards criminal enterprises. If you see this happening on a train don't buy the tissues and ignore anyone who asks you for money for them. If you're above ground you can text the British Transport Police on 61016 to report it.",ab52e6d2,What should I avoid doing when encountering tissue sellers on London trains?,London,ab52e6d2
I cannot answer the question as none of the provided contexts contain information about areas in London known for authentic Indian food.,"Tooting , East Ham, Wembley and Southall for authentic and cheap Indian eateries including South Indian restaurants serving hot pongal, dosas, idlis and other South Indian ""tiffin"" items.",fef85828,Which areas in London are known for authentic Indian food?,London,fef85828
"I cannot answer the question with the provided context, as it does not contain information about South Indian 'tiffin' items or any London areas. However, I can provide some general guidance on finding specific types of food in a city. You may want to look up online reviews, lists of recommended restaurants, or food blogs focusing on South Indian cuisine in London. Additionally, checking out neighborhoods known for their vibrant nightlife or diverse food scenes could increase the chances of finding 'tiffin' items.","Tooting , East Ham, Wembley and Southall for authentic and cheap Indian eateries including South Indian restaurants serving hot pongal, dosas, idlis and other South Indian ""tiffin"" items.",fef85828,Can I find South Indian 'tiffin' items in any of these London areas?,London,fef85828
I cannot answer the question since there is no information in the provided context about South Indian dishes commonly served in parts of London.,"Tooting , East Ham, Wembley and Southall for authentic and cheap Indian eateries including South Indian restaurants serving hot pongal, dosas, idlis and other South Indian ""tiffin"" items.",fef85828,What kind of South Indian dishes are commonly served in these parts of London?,London,fef85828
"Yes, Wembley is a good place to find cheap Indian eateries. The context states that Tooting, East Ham, Wembley, and Southall are all areas known for authentic and cheap Indian eateries, including South Indian restaurants serving traditional dishes.","Tooting , East Ham, Wembley and Southall for authentic and cheap Indian eateries including South Indian restaurants serving hot pongal, dosas, idlis and other South Indian ""tiffin"" items.",fef85828,Is Wembley a good place to find cheap Indian eateries?,London,fef85828
"Yes, there are specific London neighborhoods known for serving hot pongal. These include Tooting, East Ham, Wembley, and Southall. These neighborhoods are known for their authentic and cheap Indian eateries, including South Indian restaurants that serve hot pongal, dosas, idlis, and other South Indian ""tiffin"" items.","Tooting , East Ham, Wembley and Southall for authentic and cheap Indian eateries including South Indian restaurants serving hot pongal, dosas, idlis and other South Indian ""tiffin"" items.",fef85828,Are there specific London neighbourhoods known for serving hot pongal?,London,fef85828
"The QUESTION doesn't have a CONTEXT in the data provided that directly answers the question about which famous street in London is known for its high-end designer interior stores. However, from the context we do know that London is a cosmopolitan city with a variety of shopping and dining options including high-end designer interior stores, but it is not specified on which street they are located.","Tottenham Court Road . Contains some of the world's most luxurious designer interior stores such as Heals. (Tube: Tottenham Court Road, Goodge Street)",88851f53,Which famous street in London is known for its high-end designer interior stores?,London,88851f53
"I cannot answer the question with the provided context. The context does not provide information about the store ""Heals"" on Tottenham Court Road.","Tottenham Court Road . Contains some of the world's most luxurious designer interior stores such as Heals. (Tube: Tottenham Court Road, Goodge Street)",88851f53,Can I find the store Heals on Tottenham Court Road?,London,88851f53
"I cannot answer the question based on the provided context, as none of the contexts contain information about tube stations closest to Tottenham Court Road for shopping.","Tottenham Court Road . Contains some of the world's most luxurious designer interior stores such as Heals. (Tube: Tottenham Court Road, Goodge Street)",88851f53,Which tube stations are closest to Tottenham Court Road for shopping?,London,88851f53
"Yes, Goodge Street tube station is near the designer interior stores on Tottenham Court Road. In fact, Tottenham Court Road tube station is also near these stores.","Tottenham Court Road . Contains some of the world's most luxurious designer interior stores such as Heals. (Tube: Tottenham Court Road, Goodge Street)",88851f53,Is Goodge Street tube station near the designer interior stores on Tottenham Court Road?,London,88851f53
"On Tottenham Court Road, you can expect to find some of the world's most luxurious designer interior stores such as Heals. It is also known as Tin-Pan Alley, a music lover's paradise with an amazing array of music shops, bars and clubs. Additionally, there are bookstores including the giant general bookstore Foyles, and a few specialist and antiquarian shops. 

(Note: The context does not mention any clothing shops, Apple Stores, or expensive designer stores on Tottenham Court Road itself, even though these are mentioned in the context for other locations.)","Tottenham Court Road . Contains some of the world's most luxurious designer interior stores such as Heals. (Tube: Tottenham Court Road, Goodge Street)",88851f53,What kind of stores can I expect to find on Tottenham Court Road?,London,88851f53
I cannot answer the question with the given context. The context does not provide information about Tower Bridge or its century of origin.,"Tower Bridge . The iconic 19th century bridge located by the Tower of London near the City . It is decorated with high towers featuring a drawbridge. The public are allowed access to the interior of the bridge via the Tower Bridge Exhibition , tickets for which can be purchased online or at the bridge. (Tube: Tower Hill)",ea4f0c59,Which century is Tower Bridge from?,London,ea4f0c59
"I cannot answer the question with the provided context, as it does not include information about the name of the exhibition that allows access to the interior of Tower Bridge.","Tower Bridge . The iconic 19th century bridge located by the Tower of London near the City . It is decorated with high towers featuring a drawbridge. The public are allowed access to the interior of the bridge via the Tower Bridge Exhibition , tickets for which can be purchased online or at the bridge. (Tube: Tower Hill)",ea4f0c59,What is the name of the exhibition that allows access to the interior of Tower Bridge?,London,ea4f0c59
"Based on the provided context, I cannot answer the question about buying tickets for the Tower Bridge Exhibition online as there is no information given regarding this. The context includes information about various locations in London, such as streets, tube stations, and attractions, but it does not provide an answer to the specific question about online ticket sales for the Tower Bridge Exhibition.","Tower Bridge . The iconic 19th century bridge located by the Tower of London near the City . It is decorated with high towers featuring a drawbridge. The public are allowed access to the interior of the bridge via the Tower Bridge Exhibition , tickets for which can be purchased online or at the bridge. (Tube: Tower Hill)",ea4f0c59,Can I buy tickets for the Tower Bridge Exhibition online?,London,ea4f0c59
The tube station closest to Tower Bridge is Tower Hill.,"Tower Bridge . The iconic 19th century bridge located by the Tower of London near the City . It is decorated with high towers featuring a drawbridge. The public are allowed access to the interior of the bridge via the Tower Bridge Exhibition , tickets for which can be purchased online or at the bridge. (Tube: Tower Hill)",ea4f0c59,Which tube station is closest to Tower Bridge?,London,ea4f0c59
The notable feature of Tower Bridge's design is that it is decorated with high towers featuring a drawbridge.,"Tower Bridge . The iconic 19th century bridge located by the Tower of London near the City . It is decorated with high towers featuring a drawbridge. The public are allowed access to the interior of the bridge via the Tower Bridge Exhibition , tickets for which can be purchased online or at the bridge. (Tube: Tower Hill)",ea4f0c59,What is the notable feature of Tower Bridge's design?,London,ea4f0c59
The Tower of London is situated next to the River Thames.,"Tower of London . Situated just south east of the City , is London's original royal fortress by the Thames. It is over 900 years old, contains the Crown Jewels, is guarded by Beefeaters, and is a World Heritage site. It is also considered by many to be the most haunted building in the world. If you are interested in that sort of thing its definitely somewhere worth visiting. Sometimes there are guided ghost walks of the building. You can even have a good meal in one of the buildings on the property. (Tube: Tower Hill)",90dd532d,What river is the Tower of London situated next to?,London,90dd532d
"The Tower of London is not explicitly mentioned with its age in the provided context. However, it can be inferred that the Tower of London is an ancient structure, being included in the City of London along with other historical sites like the Bank of England, St Paul's Cathedral, and the Roman city walls.","Tower of London . Situated just south east of the City , is London's original royal fortress by the Thames. It is over 900 years old, contains the Crown Jewels, is guarded by Beefeaters, and is a World Heritage site. It is also considered by many to be the most haunted building in the world. If you are interested in that sort of thing its definitely somewhere worth visiting. Sometimes there are guided ghost walks of the building. You can even have a good meal in one of the buildings on the property. (Tube: Tower Hill)",90dd532d,How old is the Tower of London?,London,90dd532d
The nearest tube station to the Tower of London is Tower Hill.,"Tower of London . Situated just south east of the City , is London's original royal fortress by the Thames. It is over 900 years old, contains the Crown Jewels, is guarded by Beefeaters, and is a World Heritage site. It is also considered by many to be the most haunted building in the world. If you are interested in that sort of thing its definitely somewhere worth visiting. Sometimes there are guided ghost walks of the building. You can even have a good meal in one of the buildings on the property. (Tube: Tower Hill)",90dd532d,What is the nearest tube station to the Tower of London?,London,90dd532d
The guards of the Tower of London are commonly known as Beefeaters.,"Tower of London . Situated just south east of the City , is London's original royal fortress by the Thames. It is over 900 years old, contains the Crown Jewels, is guarded by Beefeaters, and is a World Heritage site. It is also considered by many to be the most haunted building in the world. If you are interested in that sort of thing its definitely somewhere worth visiting. Sometimes there are guided ghost walks of the building. You can even have a good meal in one of the buildings on the property. (Tube: Tower Hill)",90dd532d,What are the guards of the Tower of London commonly known as?,London,90dd532d
The Tower of London offers guided ghost walks for those interested in the paranormal. It is considered one of the most haunted buildings in the world. Sometimes there are special tours available that focus on the paranormal aspects of the tower's history.,"Tower of London . Situated just south east of the City , is London's original royal fortress by the Thames. It is over 900 years old, contains the Crown Jewels, is guarded by Beefeaters, and is a World Heritage site. It is also considered by many to be the most haunted building in the world. If you are interested in that sort of thing its definitely somewhere worth visiting. Sometimes there are guided ghost walks of the building. You can even have a good meal in one of the buildings on the property. (Tube: Tower Hill)",90dd532d,What special tours are sometimes available at the Tower of London for those interested in the paranormal?,London,90dd532d
The name of the column located in Trafalgar Square is Nelson's Column. This information is provided in the third context excerpt.,"Trafalgar Square . Home of Nelson's Column and the lions, and once a safe haven for London's pigeons until the introduction of hired birds of prey. The ""Fourth Plinth"" has featured a succession of artworks since 1999. Overlooked by the National Gallery, it's the nearest London has to a ""centre"", and has been pedestrianised. (Tube: Charing Cross)",3607768d,What is the name of the column located in Trafalgar Square?,London,3607768d
"I cannot answer the question with the provided context, as it does not contain information about what has been used to deter pigeons from Trafalgar Square. The context includes information about various London attractions, prices, strategies for visiting multiple sites, and pubs with good views, but it does not mention Trafalgar Square's pigeon deterrents.","Trafalgar Square . Home of Nelson's Column and the lions, and once a safe haven for London's pigeons until the introduction of hired birds of prey. The ""Fourth Plinth"" has featured a succession of artworks since 1999. Overlooked by the National Gallery, it's the nearest London has to a ""centre"", and has been pedestrianised. (Tube: Charing Cross)",3607768d,What has been used to deter pigeons from Trafalgar Square?,London,3607768d
"The plinth that has displayed artworks since 1999 is not specifically named in the provided contexts. However, the Fourth Plinth in Trafalgar Square, London, has been used for this purpose since 1999. This information is not provided in the contexts given, but it is a fact that relates to the question and the context of London attractions.","Trafalgar Square . Home of Nelson's Column and the lions, and once a safe haven for London's pigeons until the introduction of hired birds of prey. The ""Fourth Plinth"" has featured a succession of artworks since 1999. Overlooked by the National Gallery, it's the nearest London has to a ""centre"", and has been pedestrianised. (Tube: Charing Cross)",3607768d,What is the name of the plinth that has displayed artworks since 1999?,London,3607768d
"The National Gallery is near Trafalgar Square. This is according to the second context where it's mentioned as ""Overlooked by the National Gallery, it's the nearest London has to a 'centre'.""","Trafalgar Square . Home of Nelson's Column and the lions, and once a safe haven for London's pigeons until the introduction of hired birds of prey. The ""Fourth Plinth"" has featured a succession of artworks since 1999. Overlooked by the National Gallery, it's the nearest London has to a ""centre"", and has been pedestrianised. (Tube: Charing Cross)",3607768d,Which famous gallery is near Trafalgar Square?,London,3607768d
The closest tube station to Trafalgar Square is Charing Cross.,"Trafalgar Square . Home of Nelson's Column and the lions, and once a safe haven for London's pigeons until the introduction of hired birds of prey. The ""Fourth Plinth"" has featured a succession of artworks since 1999. Overlooked by the National Gallery, it's the nearest London has to a ""centre"", and has been pedestrianised. (Tube: Charing Cross)",3607768d,Which tube station is closest to Trafalgar Square?,London,3607768d
I cannot answer the question because the context in the provided data does not mention who created the list of itineraries for tourists.,"Transport for London Itineraries Feeling overwhelmed? Not sure how to begin planning your trip? Transport for London have produced their own useful list of itineraries for tourists . They include famous landmarks and iconic transport icons on their various public transport networks, among others.",20c985ca,Who created the list of itineraries for tourists?,London,20c985ca
"The itineraries include various types of attractions such as:

- Squares: Trafalgar Square, Leicester Square
- Historic districts: Bloomsbury, East End
- Art galleries and museums: National Gallery, National Portrait Gallery, British Museum, Seoul Museum of Art, National Museum of Modern and Contemporary Arts, Leeum Museum, Dongdaemun Design Plaza
- Cultural sites: Piccadilly Circus
- Areas known for shops: Charing Cross Road, Covent Garden

These attractions are all part of the itineraries according to the provided context.","Transport for London Itineraries Feeling overwhelmed? Not sure how to begin planning your trip? Transport for London have produced their own useful list of itineraries for tourists . They include famous landmarks and iconic transport icons on their various public transport networks, among others.",20c985ca,What types of attractions are included in the itineraries?,London,20c985ca
"The Shard, Angus Steak House, Aberdeen Steak House, Fortuny,","Transport for London Itineraries Feeling overwhelmed? Not sure how to begin planning your trip? Transport for London have produced their own useful list of itineraries for tourists . They include famous landmarks and iconic transport icons on their various public transport networks, among others.",20c985ca, Which company is mentioned in the text?,London,20c985ca
"The primary purpose of the itineraries, according to the context, is to help tourists plan their trip by including famous landmarks and iconic transport icons on Transport for London's various public transport networks. The itineraries are designed to assist tourists in navigating the city and experiencing its key attractions.","Transport for London Itineraries Feeling overwhelmed? Not sure how to begin planning your trip? Transport for London have produced their own useful list of itineraries for tourists . They include famous landmarks and iconic transport icons on their various public transport networks, among others.",20c985ca,What is the primary purpose of the itineraries?,London,20c985ca
"The context provided does not include specific information about the networks used for the itineraries. Transport for London's public transport networks are mentioned, but the specific types of networks are not specified.","Transport for London Itineraries Feeling overwhelmed? Not sure how to begin planning your trip? Transport for London have produced their own useful list of itineraries for tourists . They include famous landmarks and iconic transport icons on their various public transport networks, among others.",20c985ca,What kind of networks are used for the itineraries?,London,20c985ca
The website that offers home-swapping services in London is lovehomeswap.com. This information is from the last context provided.,"Travellers can choose from a variety of homestay styles such as home-swapping (lovehomeswap.com), living in a temporarily vacated room (anyfriendofours.com) or the high end version where companies specialize in homestays with full hotel services such as housekeeping and concierge (viveunique.com). Most of the time these options are safe but it is important that guests and homeowners take equal precaution to ensure their valuables are safeguarded. Homeowners should always provide guests with terms and conditions of their live-in house rules to ensure there are no mishaps and both parties are at ease. This new trend allows guests to enjoy a less touristy version of London as most of these homes will be in residential areas which each have their own unique charm and experiences.",04ee3f7a,Which website offers home-swapping services in London?,London,04ee3f7a
"High-end homestays in London may include services such as transportation itineraries through Transport for London, proximity to luxury shopping districts like Bond Street and Tottenham Court Road, and access to upscale food options like Marks & Spencer's Simply Food. However, the specific services can vary and it's always best to check with the specific homestay for detailed information. The context provided does not include a high-end homestay in London that lists specific services included.","Travellers can choose from a variety of homestay styles such as home-swapping (lovehomeswap.com), living in a temporarily vacated room (anyfriendofours.com) or the high end version where companies specialize in homestays with full hotel services such as housekeeping and concierge (viveunique.com). Most of the time these options are safe but it is important that guests and homeowners take equal precaution to ensure their valuables are safeguarded. Homeowners should always provide guests with terms and conditions of their live-in house rules to ensure there are no mishaps and both parties are at ease. This new trend allows guests to enjoy a less touristy version of London as most of these homes will be in residential areas which each have their own unique charm and experiences.",04ee3f7a,What type of services are included in high-end homestays in London?,London,04ee3f7a
"Homeowners should provide guests with clear terms and conditions of their live-in house rules, and ensure there are no valuables at risk by taking proper precautions. They might also consider offering information on local transportation, famous landmarks, and shopping opportunities to help guests plan their stay. In some cases, providing information about local events, such as ""La settimana dei beni culturali"" in Rome or free itineraries from Transport for London, could also enhance the guest experience. However, the context does not mention any specific requirements for meals or activities, so these would be optional additions based on the homeowner's preferences and the guest's needs.","Travellers can choose from a variety of homestay styles such as home-swapping (lovehomeswap.com), living in a temporarily vacated room (anyfriendofours.com) or the high end version where companies specialize in homestays with full hotel services such as housekeeping and concierge (viveunique.com). Most of the time these options are safe but it is important that guests and homeowners take equal precaution to ensure their valuables are safeguarded. Homeowners should always provide guests with terms and conditions of their live-in house rules to ensure there are no mishaps and both parties are at ease. This new trend allows guests to enjoy a less touristy version of London as most of these homes will be in residential areas which each have their own unique charm and experiences.",04ee3f7a,What should homeowners provide to guests to ensure a smooth stay?,London,04ee3f7a
"Both guests and homeowners should take precautions to ensure their valuables are safeguarded during homestays. Homeowners should provide guests with terms and conditions of their live-in house rules to avoid any mishaps and ensure both parties are at ease. This precaution is important in all types of homestays, including home-swapping, living in a temporarily vacated room, or high-end homestays with full hotel services.","Travellers can choose from a variety of homestay styles such as home-swapping (lovehomeswap.com), living in a temporarily vacated room (anyfriendofours.com) or the high end version where companies specialize in homestays with full hotel services such as housekeeping and concierge (viveunique.com). Most of the time these options are safe but it is important that guests and homeowners take equal precaution to ensure their valuables are safeguarded. Homeowners should always provide guests with terms and conditions of their live-in house rules to ensure there are no mishaps and both parties are at ease. This new trend allows guests to enjoy a less touristy version of London as most of these homes will be in residential areas which each have their own unique charm and experiences.",04ee3f7a,What precaution should both guests and homeowners take during homestays?,London,04ee3f7a
"Alternative accommodation in London offers the advantage of experiencing a less touristy version of the city, as most of these homes will be located in residential areas with their own unique charm and experiences. This can provide travellers with a more authentic look into local life and culture. Additionally, alternative accommodation can often be more cost-effective than traditional hotels, allowing travellers to have more budget for exploring the city.","Travellers can choose from a variety of homestay styles such as home-swapping (lovehomeswap.com), living in a temporarily vacated room (anyfriendofours.com) or the high end version where companies specialize in homestays with full hotel services such as housekeeping and concierge (viveunique.com). Most of the time these options are safe but it is important that guests and homeowners take equal precaution to ensure their valuables are safeguarded. Homeowners should always provide guests with terms and conditions of their live-in house rules to ensure there are no mishaps and both parties are at ease. This new trend allows guests to enjoy a less touristy version of London as most of these homes will be in residential areas which each have their own unique charm and experiences.",04ee3f7a,What advantage does alternative accommodation offer for experiencing London?,London,04ee3f7a
I cannot answer the question since there is no information in the provided context about which part of a night bus is usually safer to travel on in London.,"Travelling on the lower deck of a night bus is generally safer, as there are more passengers around, and you are visible to the bus driver.",0a9be487,Which part of a night bus is usually safer to travel on in London?,London,0a9be487
"I cannot answer the question with the provided context, as it discusses various types of accommodation and safety measures in different cities, but does not provide information about who is likely to be around you on the lower deck of a London night bus.","Travelling on the lower deck of a night bus is generally safer, as there are more passengers around, and you are visible to the bus driver.",0a9be487,Who is more likely to be around you on the lower deck of a London night bus?,London,0a9be487
I cannot answer this question because the context provided does not give information about who can see you better when you sit on the lower deck of a London night bus.,"Travelling on the lower deck of a night bus is generally safer, as there are more passengers around, and you are visible to the bus driver.",0a9be487,Who can see you better when you sit on the lower deck of a London night bus?,London,0a9be487
"Travelling on the lower deck of a night bus is generally safer, as there are more passengers around, and you are visible to the bus driver.","Travelling on the lower deck of a night bus is generally safer, as there are more passengers around, and you are visible to the bus driver.",0a9be487,Is it generally safer to be on the upper or lower deck of a London night bus at night?,London,0a9be487
"The safety advantage of sitting on the lower deck of a London night bus mentioned is that there are more passengers around, and you are visible to the bus driver.","Travelling on the lower deck of a night bus is generally safer, as there are more passengers around, and you are visible to the bus driver.",0a9be487,What is mentioned as a safety advantage of sitting on the lower deck of a London night bus?,London,0a9be487
Young's brewery was originally founded in London.,"Two historic London breweries are Young's and Fullers. Young's was founded in Wandsworth in 1831 (but has relocated to Bedford ) and nowadays it has 123 pubs in central London alone. The Founder's Arms next to the Tate Modern on the river embankment, is one of the brewery's most well-known establishments with a great view of the River Thames. Fullers was founded a bit later in 1845 at Chiswick (where you can take a most enjoyable tour of the brewery, including beer-tasting) and the jewel in its crown is probably the Grade I listed Old Bank Of England on Fleet Street , thanks to its breath-taking interiors. Fuller's flagship beer is the famous 'London Pride', however to try a truly authentic Cockney pint, ask at bars if they serve a seldom seen now porter , a dark style of beer originating in London in the 18th century, similar but less heavy than a stout . For a different taste, try a gin and tonic .",a510f5c9,Where was Young's brewery originally founded?,London,a510f5c9
"The well-known pub operated by Young's that offers a great view of the River Thames is not specified in the provided context. However, it is mentioned that The Shard and the Walkie-Talkie (20 Fenchurch Street) have views of the River Thames. The Shard has a viewing deck on the 72nd floor and the Walkie-Talkie has a large rooftop garden.","Two historic London breweries are Young's and Fullers. Young's was founded in Wandsworth in 1831 (but has relocated to Bedford ) and nowadays it has 123 pubs in central London alone. The Founder's Arms next to the Tate Modern on the river embankment, is one of the brewery's most well-known establishments with a great view of the River Thames. Fullers was founded a bit later in 1845 at Chiswick (where you can take a most enjoyable tour of the brewery, including beer-tasting) and the jewel in its crown is probably the Grade I listed Old Bank Of England on Fleet Street , thanks to its breath-taking interiors. Fuller's flagship beer is the famous 'London Pride', however to try a truly authentic Cockney pint, ask at bars if they serve a seldom seen now porter , a dark style of beer originating in London in the 18th century, similar but less heavy than a stout . For a different taste, try a gin and tonic .",a510f5c9,Which well-known pub operated by Young's offers a great view of the River Thames?,London,a510f5c9
I cannot answer the question as none of the provided context contains information about the establishment year of Fullers brewery.,"Two historic London breweries are Young's and Fullers. Young's was founded in Wandsworth in 1831 (but has relocated to Bedford ) and nowadays it has 123 pubs in central London alone. The Founder's Arms next to the Tate Modern on the river embankment, is one of the brewery's most well-known establishments with a great view of the River Thames. Fullers was founded a bit later in 1845 at Chiswick (where you can take a most enjoyable tour of the brewery, including beer-tasting) and the jewel in its crown is probably the Grade I listed Old Bank Of England on Fleet Street , thanks to its breath-taking interiors. Fuller's flagship beer is the famous 'London Pride', however to try a truly authentic Cockney pint, ask at bars if they serve a seldom seen now porter , a dark style of beer originating in London in the 18th century, similar but less heavy than a stout . For a different taste, try a gin and tonic .",a510f5c9,What year was Fullers brewery established?,London,a510f5c9
The name of Fuller's flagship beer is 'London Pride'.,"Two historic London breweries are Young's and Fullers. Young's was founded in Wandsworth in 1831 (but has relocated to Bedford ) and nowadays it has 123 pubs in central London alone. The Founder's Arms next to the Tate Modern on the river embankment, is one of the brewery's most well-known establishments with a great view of the River Thames. Fullers was founded a bit later in 1845 at Chiswick (where you can take a most enjoyable tour of the brewery, including beer-tasting) and the jewel in its crown is probably the Grade I listed Old Bank Of England on Fleet Street , thanks to its breath-taking interiors. Fuller's flagship beer is the famous 'London Pride', however to try a truly authentic Cockney pint, ask at bars if they serve a seldom seen now porter , a dark style of beer originating in London in the 18th century, similar but less heavy than a stout . For a different taste, try a gin and tonic .",a510f5c9,What is the name of Fuller's flagship beer?,London,a510f5c9
"The dark style beer that originated in London during the 18th century is called a porter. It is similar to a stout but is less heavy. This information comes from the second response in the context, where it mentions that to try a truly authentic Cockney pint, one should ask for a porter.","Two historic London breweries are Young's and Fullers. Young's was founded in Wandsworth in 1831 (but has relocated to Bedford ) and nowadays it has 123 pubs in central London alone. The Founder's Arms next to the Tate Modern on the river embankment, is one of the brewery's most well-known establishments with a great view of the River Thames. Fullers was founded a bit later in 1845 at Chiswick (where you can take a most enjoyable tour of the brewery, including beer-tasting) and the jewel in its crown is probably the Grade I listed Old Bank Of England on Fleet Street , thanks to its breath-taking interiors. Fuller's flagship beer is the famous 'London Pride', however to try a truly authentic Cockney pint, ask at bars if they serve a seldom seen now porter , a dark style of beer originating in London in the 18th century, similar but less heavy than a stout . For a different taste, try a gin and tonic .",a510f5c9,Which dark style beer originated in London during the 18th century?,London,a510f5c9
There is no maximum budget mentioned for accommodation in London in the provided context.,Under £70,c4d0ae05,What is the maximum budget mentioned for accommodation in London?,London,c4d0ae05
I cannot answer the question as the provided context does not include information about the price range suggested for sleeping arrangements in London.,Under £70,c4d0ae05,Is there a specific price range suggested for sleeping arrangements in London?,London,c4d0ae05
I cannot answer the question because there is no information in the provided context about the upper limit for the accommodation budget in the London travel guide.,Under £70,c4d0ae05,What is the upper limit for the accommodation budget in the provided London travel guide?,London,c4d0ae05
"The London travel guide suggests various budget options for sleep. It mentions areas like Earl's Court and West Kensington in west central London that offer budget and modest accommodation, as well as good 4-star hotels. However, it warns against the cheapest accommodation in this area, which might be seedy. The guide also mentions alternatives like staying in nearby towns with quick and easy train travel to London, such as Brighton, where your budget will go further.",Under £70,c4d0ae05,Does the London travel guide suggest a budget under a certain amount for sleep?,London,c4d0ae05
"The recommended budget for accommodation according to the London travel text would be between £20-200 per person per night for tourist-standard prices. Expect smaller than average rooms especially at the low end of this range. As a general rule, expect to pay between £75 and £150 per night for a two- or three-star hotel in the central area of the city. However, prices can vary significantly from month to month, depending on the typical number of tourists. Always check prices at your accommodation for your specific dates. Also, be careful with the cheapest accommodation in certain areas as it may be seedy. Additionally, be exceptionally careful regarding the big ""budget"" hotel chains such as Premier Inn and Travelodge as prices for their London hotels can often meet or exceed those of other, better quality hotels.",Under £70,c4d0ae05,What is the recommended budget for accommodation according to the London travel text?,London,c4d0ae05
I'm unable to answer the question as there is no information in the provided context about the typical cut-off time for pubs serving breakfast.,"Up to £6 - you can get a good English pub or cafeteria breakfast with a rack of bacon, beans in tomato sauce, egg, sausage, orange juice and coffee or tea. Most pubs stop this offer at 11AM, but there are literally hundreds of backstreet cafes (colloquially known as ""greasy spoons"") which will serve this sort of food all day. Most supermarket chains offer a ""meal deal"", consisting of a sandwich, a drink and a bag of crisps or fruit for £3–4 together, while buying the sandwich only can be the same price. If you are going to be on a budget for several days, the supermarkets are a good option.",750da2a2,What's the typical cut-off time for pubs serving breakfast?,London,750da2a2
I cannot answer the question because there is no information in the provided context about the price range for a 'meal deal' at supermarket chains.,"Up to £6 - you can get a good English pub or cafeteria breakfast with a rack of bacon, beans in tomato sauce, egg, sausage, orange juice and coffee or tea. Most pubs stop this offer at 11AM, but there are literally hundreds of backstreet cafes (colloquially known as ""greasy spoons"") which will serve this sort of food all day. Most supermarket chains offer a ""meal deal"", consisting of a sandwich, a drink and a bag of crisps or fruit for £3–4 together, while buying the sandwich only can be the same price. If you are going to be on a budget for several days, the supermarkets are a good option.",750da2a2,What is the price range for a 'meal deal' at supermarket chains?,London,750da2a2
"I'm sorry for the confusion, but the context provided does not include any information about a colloquial term for backstreet cafes serving all-day breakfast.","Up to £6 - you can get a good English pub or cafeteria breakfast with a rack of bacon, beans in tomato sauce, egg, sausage, orange juice and coffee or tea. Most pubs stop this offer at 11AM, but there are literally hundreds of backstreet cafes (colloquially known as ""greasy spoons"") which will serve this sort of food all day. Most supermarket chains offer a ""meal deal"", consisting of a sandwich, a drink and a bag of crisps or fruit for £3–4 together, while buying the sandwich only can be the same price. If you are going to be on a budget for several days, the supermarkets are a good option.",750da2a2,What is the colloquial term for backstreet cafes serving all-day breakfast?,London,750da2a2
